3.018,2
3.019,2
3.020,3
4.001,1
4.002,2
4.003,3
4.004,1
4.005,2
4.006,3
4.007,1
4.008,2
4.009,1
4.010,1
5.001,3
5.002,3
5.003,1
5.004,2
5.005,2
5.006,3
5.007,1
5.008,1
5.009,1
5.010,3
5.011,3
5.012,1
5.013,2
5.014,1
5.015,1
5.016,2
5.017,1
5.018,2
5.019,3
5.020,1
5.021,3
5.022,1
5.023,3
5.024,3
5.025,2
5.026,3
5.027,1
5.028,3
5.029,3
5.030,1
5.031,3
5.032,1
5.033,2
5.034,2
5.035,3
5.036,2
5.037,2
5.038,1
5.039,3
5.040,3
5.041,1
5.042,2
5.043,1
5.044,2
5.045,3
5.046,3
5.047,1
5.048,3
5.049,2
5.050,2
5.051,1
5.052,1
5.053,3
5.054,2
5.055,3
5.056,2
5.057,1
5.058,2
5.059,2
5.060,2
5.061,1
5.062,1
5.063,3
5.064,2
5.065,1
5.066,3
5.067,1
5.068,3
5.069,2
5.070,2
5.071,3
5.072,3
5.073,1
5.074,2
5.075,3
5.076,1
5.077,1
5.078,2
5.079,1
5.080,2
5.081,3
5.082,1
5.083,2
5.084,1
5.085,2
5.086,2
5.087,1
5.088,3
5.089,1
5.090,2
5.091,1
5.092,2
5.093,1
5.094,3
5.095,1
5.096,1
5.097,2
5.098,2
5.099,3
5.100,3
5.101,3
5.102,3
5.103,1
5.104,2
5.105,1
5.106,1
5.107,1
5.108,2
5.109,3
5.110,2
5.111,2
5.112,3
5.113,3
5.114,1
5.115,3
5.116,1
5.117,2
5.118,3
5.119,2
5.120,1
6.001,3
6.002,1
6.003,2
6.004,1
6.005,2
6.006,1
6.007,2
6.008,1
6.009,1
6.010,3
6.011,1
6.012,1
6.013,2
6.014,3
6.015,3
6.016,3
6.017,1
6.018,2
6.019,2
6.020,2
7.001,2
7.002,3
7.003,1
7.004,2
7.005,3
7.006,3
7.007,3
7.008,2
7.009,3
7.010,2
7.011,1
7.012,2
7.013,1
7.014,1
7.015,3
7.016,2
7.017,1
7.018,1
7.019,3
7.020,2
7.021,1
7.022,3
7.023,3
7.024,1
7.025,2
7.026,1
7.027,2
7.028,1
7.029,2
7.030,3
7.031,3
7.032,1
7.033,1
7.034,2
7.035,1
7.036,3
7.037,1
7.038,1
7.039,3
7.040,3
7.041,1
7.042,2
7.043,3
7.044,2
7.045,3
7.046,2
7.047,2
7.048,1
7.049,1
7.050,2
7.051,1
7.052,3
7.053,1
7.054,2
7.055,3
7.056,2
7.057,1
7.058,1
7.059,3
7.060,2
7.061,2
7.062,2
7.063,1
7.064,2
7.065,2
7.066,3
7.067,1
7.068,2
7.069,3
7.070,1
7.071,2
7.072,3
7.073,1
7.074,1
7.075,1
7.076,3
7.077,2
7.078,1
7.079,2
8.001,1
8.002,2
8.003,1
8.004,3
8.005,3
8.006,1
8.007,3
8.008,1
8.009,2
8.010,1
8.011,3
8.012,1
8.013,2
8.014,2
8.015,1
8.016,3
8.017,2
8.018,3
8.019,2
8.020,2
9.001,1
9.002,2
9.003,3
9.004,2
9.005,1
9.006,3
9.007,2
9.008,1
9.009,2
9.010,1
9.011,3
9.012,3
9.013,2
9.014,1
9.015,2
9.016,2
9.017,2
9.018,3
9.019,1
9.020,1
9.021,2
9.022,1
9.023,2
9.024,2
9.025,3
9.026,3
9.027,1
9.028,3
9.029,3
9.030,1
9.031,2
9.032,1
9.033,3
9.034,3
9.035,1
9.036,2
9.037,3
9.038,1
9.039,2
9.040,3
9.041,2
9.042,1
9.043,3
9.044,3
9.045,2
